doc_id,context,question,ratings,hypo_answers
squash,"Best Squash players to watch

Egypt has dominated squash in recent years with Nour El Sherbini claiming seven women's world titles in the last eight years to leave her one beind the record held by Malaysia's Nicol David. El Sherbini has defeated compatriot Nouran Gohar in the last three world finals.

Six of the last seven men's world finals have been all-Egyptian affairs with Ali Farag winning four of them. Peru's Diego Elias is currently the biggest threat to the Egyptian stranglehold.",Who are the dominant players in squash in recent years?,4,"In recent years, some dominant players in squash have included individuals like Mohamed Elshorbagy, Ali Farag, Raneem El Welily, and Nour El Sherbini. These players have consistently performed well in major tournaments and have been ranked among the top players in the world."
tabletennis,"Table tennis is derived from lawn tennis and was initially played as after-dinner entertainment among upper-class English families who would use whatever they could find as equipment. At the time, they would place books on a table to serve as a net, the lids of cigar boxes for rackets and a rounded-off cork from a champagne bottle as the ball. Thankfully, table tennis equipment has evolved over time and in 1926 competitions were organised in Berlin and London, giving rise to the first world championships which were held in London that same year. Enormously popular in Asia, table tennis is played by over 40 million people around the globe, making it one of the most popular sports in the world.",How did the evolution of table tennis equipment contribute to the rise in popularity of the sport worldwide?,4,"The evolution of table tennis equipment, such as improved paddles and balls, likely contributed to the rise in popularity of the sport worldwide by making the game more accessible, enjoyable, and competitive for players of all skill levels. Upgrades in equipment could have also led to faster rallies, more dynamic gameplay, and increased spectator appeal, which could have attracted more people to the sport. Additionally, advancements in technology might have made it easier for people to practice and play table tennis in various settings, further increasing participation and interest in the sport globally."
tabletennis,"Brief Overview of the Rules

Table tennis is played on a table divided into two halves by a net in the middle, using an extremely lightweight ball and sophisticated rackets or ‘paddles’ comprising a wooden blade coated with a rubber surface on both sides.

Singles matches are a best-of-seven games format, with the first player to 11 points (by a margin of two clear points) winning each game. Team matches consist of four singles matches and one doubles match, each played in a best-of-five games format. Each team consists of three players and matches end when a team has won three individual games. In doubles matches, players take turns to hit the ball.",What is the scoring system for singles matches in table tennis?,5,"Table tennis matches are typically played to 11 points, with a player needing to win by a margin of 2 points. Each player will serve two points in a row before the serve switches to the opponent. A player can win a point by their opponent hitting the ball into the net, hitting the ball off the table, or by the opponent failing to return the ball."
tabletennis,"Olympic History

Table tennis first appeared at the Seoul Olympic Games in 1988, with singles and doubles competitions for men and women. In 2008, the doubles competition was replaced with the team competition, and the programme was expanded for the 2020 Tokyo Games to include mixed doubles, bringing the total number of events to five, split evenly across both genders.

Up until the mid-20th century, the sport was dominated by central European countries such as Hungary, the Czech Republic, Austria and Germany. However, since table tennis became a part of the Olympic programme at Seoul 1988, athletes representing the People’s Republic of China have prevailed, winning a total of 60 medals (including 32 golds) at the Games.",Which country has dominated table tennis at the Olympics since it was introduced to the Games in 1988?,5,China
baseballsoftball,Baseball and softball are two related ball sports played between two teams on a diamond-shaped field.,What are baseball and softball?,5,"Baseball and softball are both sports played with a bat and ball on a field. They involve two teams taking turns batting and fielding, with the goal of scoring runs by hitting the ball and running around bases. Although they have similar rules and objectives, softball is generally played with a larger ball on a smaller field with underhand pitching, while baseball is played with a smaller ball on a larger field with overhand pitching."
baseballsoftball,"What's the difference between Baseball and Softball?

While there are world championships for both men and women in both sports, at the Olympic level baseball has been a men's-only sport while softball has been a women's-only sport. There are differences in the number of players on each team between the two sports, the size of the field, and in some rules.

Softball pitchers are also required to throw underhand, and most pitchers throw using the windmill pitch style, where the ball is thrown after rotating in a large circle. In softball, top female pitchers can reach speeds of over 100km/h. That speed fits with the fast-paced nature of the game. Since the bases aren’t as far apart, there is a shorter pitching distance. The game is also shorter in duration to baseball, with only seven innings compared to baseball’s nine.",What are the key differences in pitching style and speed between baseball and softball?,5,"In general, fastpitch softball pitchers tend to pitch underhand at faster speeds compared to baseball pitchers who pitch overhand. Additionally, softball pitchers often use windmill pitching techniques to generate speed and movement on the ball, while baseball pitchers focus more on different types of pitches like curveballs, sliders, and changeups. Fastpitch softball pitchers also release the ball closer to the batter, resulting in less reaction time for the hitter compared to baseball pitchers."
baseballsoftball,"By whom, where and when was Baseball/Softball invented?

The earliest record of the game of ""baseball"" being played was in Surrey, England, in 1749. The sport made it to the United States by the 1770s, and the first organised professional league—the National Association of Professional Base Ball Players—was founded in 1875. Baseball is considered ""America's past-time"".

Softball was first imagined as “indoor baseball” in 1887 in Chicago, Illinois, by reporter George Hancock after watching someone hit a boxing glove with a broom handle. He went on to publish rules for the game and later took it outside, playing on fields too small for baseball. While the rules remained vague, interest in the game grew, and more than 100 area high school teams were formed by 1892.

In 1895, firefighters in Minneapolis, Minnesota, played a similar game named “kitten ball” using a ball of yarn wrapped in leather. In 1907, a guide for indoor baseball published by Albert Spalding allowed for game flexibility with two constants: a larger ball than baseball as well as underhand pitching. In 1926, Walter Hakanson proposed unifying the disparate versions of the game into one, under a single name: Softball.","When was the sport of baseball first played in Surrey, England?",1,"The sport of baseball was first played in Surrey, England in the mid-18th century, around the 1750s."
baseballsoftball,"What are the rules of Baseball/Softball?

Two teams of nine players aim to score the most runs by striking a ball and running round a sequence of bases to reach the home plate.

The teams rotate between batting and fielding, with each session called an inning, and switch when the fielding team gets three opposition players out.

The pitcher throws the ball from a mound toward the catcher which the batter attempts to hit and get around the bases to the home plate.

Softball is similar but features 9 or 10 players per team, depending on the style being played. The basic rules are the same.",How many players are on each team in a typical game of softball?,5,There are typically 9 players on each team in a game of softball.
baseballsoftball,"How long is a Baseball/Softball game?

A baseball game lasts for nine innings, while softball lasts for seven innings. There are three outs per half-inning (teams rotate batting and fielding each half-inning). Tied games may be left as ties or be played until a winner is found, known as extra innings.

Baseball/Softball and the Olympics
Baseball featured several times on the Olympic programme as a demonstration sport before being included as a medal event at the Olympic Games Barcelona 1992.

Cuba won the gold medal on the sport’s competitive debut and three times in total before it was removed from the programme following the Olympic Games Beijing 2008.

Softball was introduced at the Olympic Games Atlanta 1996 as a women-only medal sport, with the United States winning the sport’s inaugural gold medal. They won the subsequent two titles and enjoyed a 22-game winning streak from September 2000 before they were beaten by Japan in the final in 2008.

Originally considered separate sports at the Olympics, baseball softball made its return as a combined sport with two distinct events (men's baseball and women's softball) at the Olympic Games Tokyo 2020, where hosts Japan won both gold medals.",How many innings are there in a standard softball game?,5,There are typically 7 innings in a standard softball game.
baseballsoftball,"Best Baseball/Softball players to watch

Japan's Ohtani Shohei is one of the world's biggest baseball stars, as he is what is known as a ""two-way"" player—someone who both hits and pitches extremely well. In softball, Team USA's Ally Carda is one to watch.",Who are some standout baseball and softball players that are known for excelling in both hitting and pitching?,5,Shohei Ohtani is a standout baseball player known for excelling in both hitting and pitching.
judo,"Judo is a traditional Japanese martial art derived from jiu-jitsu, the hand-to-hand combat technique of ancient samurai warriors. Dr Jigoro Kano is credited for founding the discipline in Tokyo after opening his first dojo (school), the kōdōkan, in 1882. In Japanese, the word “judo” means “the gentle way,” but the traditional wrestling sport can hardly be described as such—it requires considerable physical effort. Dr. Kano combined the philosophical principles of judo with physical, intellectual and moral education methods while simultaneously eliminating many of the more dangerous aspects of jiu-jitsu. Judo became popular in Europe and particularly France in the late 20th century, becoming the first martial art widely practised outside of Japan.",Who is credited for founding the traditional Japanese martial art of judo?,5,Jigoro Kano
judo,"Brief Overview of the Rules

The objective of judo is to throw your opponent to the ground, immobilise them with a pinning hold or force them into submission with a joint lock or choke. There are two types of scores in judo:

An ippon is awarded when an athlete throws his opponent to the mat on his or her back with strength, speed and control. An ippon can also be awarded through submission or by pinning an opponent to the ground for 20 seconds. If a judoka achieves ippon, they immediately win the match.

A waza-ari is awarded for a throw that isn’t clear enough to be an ippon (either because it lacked speed or force, or the opponent did not land primarily on their back) or when an   opponent is pinned down for less than 20 seconds (but longer than 10 seconds). Two waza‑ari in one match is the equivalent of an ippon and immediately ends the match.

Judo competitions are divided into weight classes for both genders, with a match lasting four minutes (the match enters overtime in the event of a tied score after four minutes). Penalties are awarded for passiveness during matches or behaviour deemed contrary to the spirit of judo.","What is the difference between an ippon and a waza-ari in judo, and how do they affect the outcome of a match?",5,"In judo, an ippon is a full point awarded for a technique executed with efficiency and control, resulting in a clear victory. A waza-ari is a smaller score awarded for a technique that is not quite perfect but still demonstrates control and skill. In a match, one ippon automatically wins the match, while accumulating two waza-ari also results in a win."
judo,"Olympic History

Judo made its Olympic debut at Tokyo 1964, and has been a permanent fixture of the Olympic programme since the 1972 Games in Munich. The women's competition was introduced at the Olympics in 1988 as a demonstration sport, though it became an official medal event just four years later at the Barcelona 1992 Olympic Games.

Since its introduction to the Olympic Games, judo's popularity has flourished worldwide, with 128 National Olympic Committees competing in the judo competition at the Tokyo 2020 Olympic Games. Japan has been a formidable force in the sport at the Games, with Japanese judokas winning 96 medals. French (57 medals) and Republic of Korea (46 medals) judokas have also been tremendously successful.",When did judo make its Olympic debut and become a permanent fixture in the Olympic programme?,5,Judo made its Olympic debut in the 1964 Tokyo Olympics and became a permanent fixture in the Olympic programme starting from the 1972 Munich Olympics.
cyclingtrack,"The first bicycles were invented in the 1850s and looked quite different to the bikes we know today. But it wasn’t until the 1870s that the first competitions for cycling indoors on wooden tracks were staged, with the first six‑day race taking place in London in 1878. Track cycling quickly grew in popularity and continued to develop with the creation of the International Cycling Association in 1892 and the organisation of the first world championships in Chicago in 1893.",When and where was the first six-day race for track cycling held?,5,The first six-day race for track cycling was held in London in 1878.
cyclingtrack,"Brief Overview of the Rules

Track cycling takes place in a 250m bowl-shaped arena known as a velodrome, with events in different race formats for individuals and teams. Track bicycles differ from road bicycles in that they are fixed gear and do not have brakes.

Several types of races take place on the track, each with their own specific rules and techniques. Some rely more heavily on tactics, while others favour strength and power; for example, the effort needed to complete a lap in the individual sprint is quite different than that which is required for the 25km group omnium race.",What is the key difference between track bicycles and road bicycles?,5,"The key difference between track bicycles and road bicycles is that track bicycles do not have brakes, while road bicycles do."
cyclingtrack,"Olympic History

A long-standing Olympic discipline, track cycling has appeared at every edition of the modern Olympic Games with the exception of the 1912 Games in Stockholm. Women first competed in track events at the Seoul 1988 Olympic Games.

Throughout the sport’s 120‑year Olympic history, European nations—particularly Great Britain, France, the Netherlands, and Italy—have taken the majority of medals on offer at the Games.",Which edition of the modern Olympic Games did not feature track cycling as a discipline?,5,The 1900 Paris Olympic Games did not feature track cycling as a discipline.
swimming,"The act of swimming dates to prehistoric times, but it wasn’t until the 19th century that it became widely practiced as a competitive sport. The National Swimming Society of Great Britain was formed in 1837 and began holding the first competitions. At the time, most swimmers used the breaststroke, or a form of it. A wider variety of strokes were later added to swimming events and now feature at the Olympic Games.",When did the National Swimming Society of Great Britain hold its first competitions?,4,The National Swimming Society of Great Britain held its first competitions in 1837.
swimming,"Brief Overview of the Rules

At the Olympic Games, swimming events are held in a pool measuring 50 metres in length. The four strokes of Olympic swimming events—for both individual and relay races—are breaststroke, butterfly, backstroke and front crawl; the front crawl is predominantly used in freestyle races, and as such the term freestyle is often used as a synonym for front crawl. A fifth race, the mixed medley, involves all four strokes, with swimmers switching between them. The distances also vary, with different skills needed for a 50m race to a 1500m event. Explosivity, endurance, strength and technique are all essential qualities for swimmers.",What are the four strokes used in Olympic swimming events?,5,"The four strokes used in Olympic swimming events are freestyle, backstroke, breaststroke, and butterfly."
swimming,"Olympic History

Swimming has been present at every Olympic Games of the modern era. Although the first Olympic races took place in a natural environment (swimmers competed in the Bay of Zea at the Athens 1896 Olympic Games), since the 1908 Games in London the events have taken place in a pool, leading to the creation of the Fédération Internationale de Natation (FINA - now known as World Aquatics) that same year.

Freestyle events were the only ones contested at the Games in 1896, with dedicated breaststroke and backstroke competitions then added at the 1904 Olympics in St. Louis and butterfly following 52 years later at the Melbourne Games in 1956. Women’s swimming joined the Olympic programme in 1912 with two events, but today the events of the women’s and men’s swimming competitions at the Games are identical. Olympic swimming has been dominated by athletes representing the United States, who have won over 250 gold medals.",When were butterfly events first added to the Olympic Games swimming competitions?,5,Butterfly events were first added to the Olympic Games swimming competitions in 1956.
taekwondo,"Taekwondo, which translates to “the art of kicking and punching”, is a martial art with roots dating back to the Three Kingdoms Period of Ancient Korea (c. 57 BC to 668 AD) when Silla Dynasty warriors began to develop a martial art known as taekkyon (""foot-hand""). During the early 20th century, taekwondo become the dominant martial art form practiced in Korea. The sport then went international and in 1973 the World Taekwondo Federation (now known as World Taekwondo) was founded. That same year, the first taekwondo world championships were held in Seoul.",When was the World Taekwondo Federation founded?,5,"The World Taekwondo Federation was founded on May 28, 1973."
taekwondo,"Brief Overview of the Rules

The aim of taekwondo is for an athlete to kick and punch their opponent while avoiding being struck themselves. The trademark of this martial art is its combination of kicking and punching movements in quick succession. Matches are fought on an octagonal mat for three rounds of two minutes each. Points are awarded according to the degree of difficulty of techniques used; for example, a kick to the head scores higher than punches and kicks to the trunk. Spinning kicks are also rewarded with extra points. Penalties may be given to athletes for various faults.",What is the trademark of taekwondo as described in the overview?,5,"The trademark of taekwondo is its emphasis on kicking techniques and fast, striking movements."
taekwondo,"Olympic History

Taekwondo’s first Olympic appearance came at the Seoul 1988 Olympic Games, when it was contested as a demonstration event. It appeared again as a demonstration sport at the Barcelona Games in 1992 but was absent from the Olympic programme at Atlanta 1996. However, four years later, taekwondo reappeared as a full medal sport at the Sydney 2000 Games, where events for men and women were held. Taekwondo has been a part of the Olympic programme ever since.

While taekwondo competitions were previously dominated by athletes representing the Republic of Korea, this is no longer the case. For example, at London 2012, gold medals were awarded to athletes from eight different nations.

Some nations have even made history by winning their first Olympic medals through taekwondo—including Vietnam in 2000, Afghanistan in 2008, Gabon in 2012, and Niger and Jordan in 2016—or their first-ever female Olympic medals, including the Islamic Republic of Iran and Côte d’Ivoire, also in 2016.",When did taekwondo first become a full medal sport at the Olympic Games?,5,Taekwondo first became a full medal sport at the Olympic Games in the 2000 Sydney Olympic Games.
rhythmicgymnastics,"Gymnastics is one of the oldest sports that is still practiced today with origins that date back to ancient civilisation. In fact, the International Gymnastics Federation (FIG), which was founded in 1881, is the oldest international sports federation in the world. Rhythmic gymnastics, however, is a far newer discipline of the sport, as it evolved from the mass gymnastics popular in Europe in the late 19th and early 20th centuries.

FIG recognised rhythmic gymnastics as a discipline in 1961; two years later, the first World Championships were held in Budapest.",When did the International Gymnastics Federation (FIG) recognize rhythmic gymnastics as a discipline?,5,The International Gymnastics Federation (FIG) recognized rhythmic gymnastics as a discipline in 1963.
rhythmicgymnastics,"Brief Overview of the Rules

Rhythmic gymnastics can be simply explained as expression through movement. It combines elements of traditional dance and artistic gymnastics, making use of four apparatus: ribbon, hoop, ball and clubs. The music played during gymnasts’ performances also plays a significant role and music with vocals is allowed. Rhythmic gymnastics is a women‑only discipline.

In the individual events, gymnasts perform four times, using each piece of apparatus once. Each performance must be 75 to 90 seconds long. The group event sees a team of five gymnasts from the same National Olympic Committee performing twice. In the first routine, the gymnasts must all use the same apparatus, and in the second they use a mixed selection. The routine is evaluated using a combination of the D-score (difficulty / content of the exercise) the A score (Artistry) and the E score (execution).",What are the four apparatus used in rhythmic gymnastics?,5,"The four apparatus used in rhythmic gymnastics are the hoop, ball, clubs, and ribbon."
rhythmicgymnastics,"Olympic History

Rhythmic gymnastics – which has always been a women‑only event – made its debut in the Olympic programme with an event for individual competitors. A group event was introduced 12 years later in Atlanta 1996.

Eastern European countries and particularly Russia heavily dominate in this sport; Russia for example has taken home 10 out of 17 titles on offer since rhythmic gymnastics joined the Olympic programme. Only Spain, Canada and Israël have managed to challenge their supremacy and take home gold medals.","What countries have dominated rhythmic gymnastics in the Olympics, with Russia being the most successful with 10 out of 17 gold medals?",5,"Russia, with a total of 10 gold medals out of 17 in rhythmic gymnastics in the Olympics, has dominated the sport."
canoeslalom,"For centuries, canoes were used as a means of transport (as well as a useful tool for hunting and fishing) in North America, Siberia, and Greenland. The sport of canoe slalom was modelled from ski slalom and began in Switzerland in 1932. The first contests were performed on flat water, but were later switched to whitewater rapids.",Where did the sport of canoe slalom originate and how did it evolve over time?,3,"Canoe slalom originated in Switzerland in the early 1930s as a way for paddlers to practice and refine their whitewater racing skills. The sport evolved over time to include standardized courses with gates to navigate through, as well as the use of different types of canoes and kayaks. Today, canoe slalom is recognized as an Olympic sport and is practiced in countries around the world."
canoeslalom,"Brief Overview of the Rules

Both canoe and kayak races feature on the Olympic Games programme, each with its own specific rules. Canoeists kneel in the boat and use a single-blade paddle on one side at a time, whereas kayakers are seated and use a double-bladed paddle.

Slalom races take place on an artificial white-water course. Competitors have to navigate boats through a course of gates (18 to 25) in the fastest time possible, taking care not to incur penalties for missing or touching gates. These races put athletes’ concentration, reactions and technique to the test.

Paris 2024 will see the Olympic debut of kayak cross: a combination of all of canoeing’s whitewater disciplines, contested by four competitors simultaneously.",What is the main difference in technique between canoeists and kayakers in Olympic races?,5,Canoeists use a single-blade paddle while kayakers use a double-blade paddle.
canoeslalom,"Olympic History

Canoe slalom made its debut at the 1972 Olympic Games in Munich and became a permanent Olympic fixture at the 1992 Games in Barcelona. Athletes from European nations have achieved enormous success in the sport at the Games, winning roughly 90 per cent of all canoe slalom medals.",When did canoe slalom make its debut as an Olympic sport and become a permanent fixture in the Games?,5,"Canoe slalom made its debut as an Olympic sport in 1972, Munich, Germany, and became a permanent fixture in the Games in 1992, Barcelona, Spain."
basketball3x3,"Considered to be the number one urban sport in the world, 3X3 basketball has its roots in street basketball—a creative variation of the indoor game with a less formal structure. Evolving from outdoor courts to the Olympic Games, 3X3 basketball has been structured over the years by the International Basketball Federation (FIBA), the governing body responsible for developing basketball. The introduction of events such as the 3X3 World Tour and the 3X3 Superleague in France reflects the soaring popularity of this young urban sport, played in an electric atmosphere whipped up by a DJ and their music.",What events and leagues have contributed to the rising popularity of 3X3 basketball as an urban sport?,5,"Events such as the FIBA 3X3 World Tour, FIBA 3X3 World Cup, and the Olympics have contributed to the rising popularity of 3X3 basketball as an urban sport. Additionally, local and national 3X3 leagues and tournaments organized by various basketball organizations have also played a significant role in increasing the popularity of the sport."
basketball3x3,"Brief Overview of the Rules

3X3 basketball is played on one half of a basketball court where two teams of three players compete. Both teams attack and defend the same hoop, depending on who has possession of the ball. The winner is the team with the highest score at the end of 10 minutes or the first team to reach 21 points. The three‑point line in conventional basketball serves as the two-point line in 3X3 basketball, with shots made outside the line earning two points and those inside it one.

Although 3X3 games are shorter, 3X3 players need to demonstrate just as much flexibility, skill, and anticipation as 5x5 players, as well as arguably superior endurance.",How long is a standard 3X3 basketball game and what score do teams need to reach in order to win?,5,"A standard 3X3 basketball game is usually played to a total score of 21 points, with each basket made worth either 1 or 2 points. The game typically has a 10-minute time limit, or the first team to reach 21 points wins."
basketball3x3,"Olympic History

3X3 basketball featured at the Singapore 2010 Youth Olympic Games, Nanjing 2014 Youth Olympic Games, and the Buenos Aires 2018 Youth Olympic Games, drawing huge crowds at all three competitions. In 2017, on the back of this young sport’s resounding success, the IOC announced its decision to include 3X3 basketball as part of the Olympic programme at the Tokyo 2020 Olympic Games, where the first-ever 3X3 Olympic titles were won. This young, dynamic, spectacular, and urban variation of basketball will be sure to captivate Olympic spectators once again at Paris 2024!",When did 3X3 basketball first feature in the Olympic program?,5,3X3 basketball first featured in the Olympic program at the 2020 Tokyo Olympics.
cyclingbmxracing,"BMX racing emerged from the motocross craze that took off in California in the 1960s, as youngsters began racing their bikes on improvised tracks all over the state. BMX began to develop into a proper sport in the early 1980s; in 1981 the International BMX Federation was founded, with the first BMX world championships following one year later. BMX was integrated into the Union Cycliste Internationale (UCI) in 1993, thereby clearing the first hurdle required to feature at the Olympic Games.",When was BMX integrated into the Union Cycliste Internationale (UCI)?,5,BMX was integrated into the Union Cycliste Internationale (UCI) in 1996.
cyclingbmxracing,"Brief Overview of the Rules

BMX racing is a much more explosive format than other, more traditional cycling disciplines which tend to reward endurance over several minutes, whereas BMX racing requires an intense burst of energy over a brief period lasting just a few seconds. Sprint races are contested by a maximum of eight riders on a track packed with jumps, banked corners and obstacles, where the rider with the quickest reactions and fastest pace wins.

Riders launch themselves from a gate atop the eight-metre high start hill onto the 400m track, reaching speeds of up to 60 km/h. Quick reactions and explosive power are essential to burst out of the gate at the front of the pack and hold on to the lead through to the finish line. The final race is often a thrilling spectacle that viewers watch with bated breath.",What are the key attributes needed for success in BMX racing?,5,"Some key attributes needed for success in BMX racing include physical strength, agility, balance, speed, mental focus, determination, and strategic thinking."
cyclingbmxracing,"Olympic History

In 2003, the International Olympic Committee made BMX an Olympic sport for the Beijing 2008 Olympic Games. Despite the sport’s relatively short history on the Olympic stage, certain athletes have already made their presence felt at the Games; two-time Olympic gold medalist Mariana Pajón (COL) and Tokyo 2020 champion and 2021 world champion Niek Kimmann (NED) are two of the favourites to finish on top of the podium at Paris 2024.",When was BMX made an Olympic sport by the International Olympic Committee?,5,BMX was made an Olympic sport by the International Olympic Committee in 2008.
handball,"Handball was first played towards the end of the 19th century in Scandinavia and Germany, where field handball was also gaining recognition as a sport. G.Wallström introduced the sport to Sweden in 1910. The two versions of the sport were played until 1966, when indoor handball began to replace field handball.",Who introduced handball to Sweden in 1910?,5,The Swedish teacher Konrad Kalteiski is believed to have introduced handball to Sweden in 1910.
handball,"Brief Overview of the Rules

The modern version is played on an indoor court measuring 40m x 20m between two teams of seven players each. Players can take up to three steps without dribbling and can hold the ball for a maximum of three seconds. The team with the most goals at the end of the two 30-minute halves wins. Twelve teams compete in both the women’s and men’s tournaments at the Olympic Games.

Handball is a contact sport in which attackers and defenders can make body contact with an opponent, making it a very physical and demanding sport. Offensive strategies are even encouraged, as passive play is illegal. Endurance and strength are therefore vital qualities for the players; however, this sport also involves tactics, teamwork, and flexibility, as all players alternate between attack and defence.",How many players are on each team in a handball match?,5,There are 7 players on each team in a handball match.
handball,"Olympic History

Field handball made its Olympic debut at the Berlin 1936 Games and was a demonstration sport at the Helsinki 1952 Games. The indoor version first appeared on the Olympic programme 20 years later at the Munich 1972 Games.

The first women’s competition was held four years later at the Montreal 1976 Olympic Games.",When did indoor handball first appear on the Olympic programme?,5,"Indoor handball first appeared on the Olympic programme in 1972, during the Munich Olympics."
coastalrowing,"Coastal rowing is a competitive sport where crews race along a coastline. The two main disciplines of coastal rowing are an endurance version of the sport, which sees athletes compete over 6-8km, touring, which can last several days, and beach sprint rowing, which is contested over 600m and is the format set to make its Olympic debut at LA 2028.

Beach sprint rowing competitions begin on dry land, with an athlete running down the sand and into the sea before entering the boat, rowing a short distance as fast as possible, and then exiting the boat for a sprint back up the beach to the finish line. Coastal rowing takes place on the sea, ocean, or a large lake and, to combat the offshore waves, uses a wider, flatter boat than classic flat water rowing disciplines.",What is the format of beach sprint rowing competitions in coastal rowing?,5,"In beach sprint rowing competitions in coastal rowing, the format typically involves rowing small boats or gig boats in a straight line along the shore for a certain distance, often with a sprint finish. Competitors start on the beach, run to their boats, row out to a buoy or marker, then sprint back to the shore. The first boat to reach the shore is usually the winner."
coastalrowing,"Where, when, and by whom was Coastal Rowing invented?

Evidence of coastal rowing goes back thousands of years, to around 1900 BC in Ancient Egypt. Competitive coastal rowing began in France in the 1980s. The first World Championships in the endurance form of coastal rowing took place in Cannes in 2007, with beach sprint racing becoming the newest World Rowing discipline in 2015, after being contested at the Mediterranean Beach Games in Italy. The first World Rowing Beach Sprint Finals took place in 2019.",When did competitive coastal rowing begin in France?,4,"Competitive coastal rowing likely began in France in the early 20th century, specifically after the sport gained popularity in the United Kingdom and other European countries."
coastalrowing,"What are the rules of Coastal Rowing?

Beach sprint rowing races are usually 600m in total length. They begin on dry land, with an athlete from each team running 50m down a beach and into the water, where they enter their sculling boat. Each rower has two oars, and they row 250m straight towards a buoy anchored in the water. The athletes then row around the buoy to turn 180 degrees and continue the 250m back towards the shore, where they jump out of the boat, run up the beach and cross the finish line. The quickest team wins, and races are often held as head-to-head elimination contests. For pairs and quads competitions, a ‘runner’ is designated, who is the only athlete to start and end the race on the beach, and is often an expert at diving for the line.",What is the total length of beach sprint rowing races in Coastal Rowing and describe the race format?,5,"The total length of beach sprint rowing races in Coastal Rowing is typically around 500 meters. The race format involves rowers starting on the beach, sprinting to their boats, rowing out to a buoy, turning around, and then rowing back to the finish line on the beach. The first rower or team to cross the finish line wins."
coastalrowing,"Coastal Rowing and the Olympics

Coastal rowing will make an Olympic debut at the Los Angeles 2028 Games, with medals being awarded in the beach sprint discipline.

Best Coastal Rowing athletes to watch out for
Many of the oarsmen and women who have excelled at classic flat water rowing have also taken part in Coastal Rowing competitions, and competitors often row in both the endurance and beach sprint disciplines of the sport. Ireland, Spain, the Netherlands, and Britain have excelled in recent years, and Olympic champion Helen Glover from Great Britain has a silver medal from the World Rowing Beach Sprint championships. Adrian Miramon Quiroga of Spain is a seven-time world champion known as the ‘King of the Beach’.",Which countries have excelled in Coastal Rowing competitions in recent years?,5,"Italy, France, Norway, and Ireland."
football,"Although football can trace its roots back to Ancient China, the modern version of the game was born on the streets of medieval England, before going on to become the most popular sport in the world.

The (very) early games of football in medieval England involved a large mass of people who would attempt to drag a pig’s bladder—by any means possible—to markers at opposing ends of a town. Such events were well known for being as violent as they were popular. In the 16th century, English schools established the modern football codes, thereby transforming what were mob riots into a proper sport.",How did the modern version of football originate in medieval England?,5,"The modern version of football originated in medieval England through a combination of mob football games played in towns and villages, the incorporation of rules by various schools and institutions, and the establishment of the Football Association in 1863 to standardize the game."
football,"Brief Overview of the Rules

The women’s competition at the Olympic Games is organised in exactly the same way as FIFA tournaments: two teams of 11 players contest a 90-minute match (plus stoppage time) split into two 45-minute halves on a grass pitch. The same rules apply to the men’s game, but with a slight difference in the composition of the teams: each team must be made up entirely of players born on or after 1 January 2001 (aged 23 at the time of Paris 2024) However, three (3) footballers born before the mentioned date, above the age limit, can be included in the squad list (18 players per team).

Football is also one of the few sports at the Games where the tournament starts before the opening ceremony due to the number of matches; since the Sydney 2000 Olympic Games, the football tournament has started two days before the Games are officially opened.","How many players per team are allowed to be born before January 1st, 2001 in the women's football competition at the Olympic Games?",5,"There are no age restrictions for women's football at the Olympic Games, so there is no limit on the number of players per team born before January 1st, 2001."
football,"Olympic History

Football was first included on the Olympic programme at the Games of the II Olympiad (Paris 1900) and has been contested at every edition since, save for the Los Angeles 1932 Games (in an attempt to promote the new men’s FIFA World Cup tournament). 

Women’s football made its Olympic debut at the Atlanta Games in 1996. The USA has finished on top of the podium multiple times, including at Atlanta 1996, Athens 2004, Beijing 2008 and London 2012. Germany won gold at Rio 2016, while Canada are the defending Olympic champions after triumphing at Tokyo 2020.

Europe dominated the men’s competition until the 1992 Games in Barcelona, where Spain became the last European team to win a gold medal. Since the 1996 Olympic Games in Atlanta, African and Latin American teams have won every gold medal, with Brazil repeating as Olympic champions at Tokyo 2020.

Many footballing greats have taken part in the Olympic Games, including Ferenc Puskás in 1952, Lev Yashin in 1956, Samuel Eto’o in 2000, Lionel Messi in 2008, Neymar in 2012 and 2016, Marta in 2004, 2008, 2012, 2016 and 2020, and Alex Morgan in 2012, 2016 and 2020.",Which country won the gold medal in women's football at the 2016 Rio Olympics?,5,Germany
basketball,"Basketball was invented by James W. Naismith to keep his students fit during the winter. In December 1891, the physical education teacher at the YMCA International Training School in Springfield, USA sought a suitable indoor sport for his students, and plenty of the rules for the game he created still apply today. The first international games were played in the 1920s, and the first world championships took place in the 1950s.",When and where were the first international games of basketball played?,3,"The first international games of basketball were played in 1893 in St. Petersburg, Russia."
basketball,"Brief Overview of the Rules

Basketball is a sport played by two opposing teams of five players on a rectangular indoor court. Players use their hands to control the ball and score points by shooting the ball through a hoop suspended 3.05m (10 feet) above the ground. Olympic basketball games are divided into four 10-minute quarters. Players switch between offence and defence and must demonstrate endurance, agility, power, and, of course, a great deal of skill on the court.",What is the height of the hoop in basketball?,5,The regulation height of a basketball hoop is 10 feet.
